,longitude,latitude
64,-73.9406642603565,40.79993102794667
66,-73.96678148542016,40.61210913555422
67,-73.96678148542016,40.61210913555422
69,-73.97723937693053,40.72201804856058
70,-74.0070156402882,40.676097394662726
71,-73.86178947834661,40.89155045607026
72,-73.77170195974291,40.71537394138627
73,-73.92443828253907,40.69304098102311
75,-73.81259210482658,40.730247536684196
76,-73.95642731255066,40.644104436305646
77,-73.9991748400343,40.642026651410845
78,-73.91699902805357,40.84939817695615
79,-73.91699902805357,40.84939817695615
80,-73.91699902805357,40.84939817695615
81,-73.99694499102225,40.6288077180287
82,-73.8903073299626,40.826397155483725
83,-73.8903073299626,40.826397155483725
84,-73.8903073299626,40.826397155483725
85,-73.9877794299506,40.74977184882636
87,-73.93828379349273,40.79630124702657
88,-73.93828379349273,40.79630124702657
89,-73.94010362185068,40.836946023359886
90,-73.86358362453282,40.66762320216652
91,-73.86358362453282,40.66762320216652
92,-73.86358362453282,40.66762320216652
93,-73.86358362453282,40.66762320216652
95,-73.86358362453282,40.66762320216652
96,-73.86358362453282,40.66762320216652
97,-74.06821986263996,40.594472092520114
98,-73.9406642603565,40.79993102794667
99,-73.9406642603565,40.79993102794667
100,-74.13156472979131,40.64035667204908
101,-74.13156472979131,40.64035667204908
102,-74.13156472979131,40.64035667204908
103,-74.13156472979131,40.64035667204908
104,-73.92003492095259,40.84366113918639
105,-73.97669948080888,40.71844151941976
106,-73.97669948080888,40.71844151941976
107,-73.91276878266841,40.83103294511744
108,-73.90389307746567,40.66648093954417
109,-73.90780350190076,40.66431576413579
110,-73.90780350190076,40.66431576413579
111,-73.85300357283974,40.899990488024756
112,-73.98174977204332,40.613553503534256
113,-73.90462205564785,40.84739320604723
114,-73.90462205564785,40.84739320604723
115,-73.90462205564785,40.84739320604723
116,-73.89306726443172,40.67614398408146
117,-73.95524065423548,40.60281408748465
120,-73.95507543320265,40.596816639862986
121,-73.84080084763798,40.680137573762025
122,-74.14103979012611,40.54420872795726
123,-73.99694838908705,40.712070502108716
124,-73.96678148542016,40.61210913555422
125,-73.96678148542016,40.61210913555422
126,-73.94627201613683,40.70778166336681
127,-73.94627201613683,40.70778166336681
128,-73.86940070446398,40.74909461304651
129,-73.98720964919649,40.672160890008335
130,-73.94006674638716,40.78962425825765
131,-73.94049843260083,40.79149364418598
132,-73.94033687968597,40.71788495518981
133,-73.89544370279464,40.86660091569385
134,-73.90914034235811,40.66992990070578
135,-73.90286743256856,40.86335219120049
136,-73.91372572164134,40.83711045943409
137,-73.91372572164134,40.83711045943409
138,-73.79636502704706,40.59494322025681
139,-73.79636502704706,40.59494322025681
140,-74.10149384019567,40.58934493601066
141,-74.10149384019567,40.58934493601066
142,-73.87857921194824,40.82602858976303
143,-73.91235926121782,40.70025390329496
144,-73.84324519957711,40.75533648835838
145,-73.94949843608578,40.77672029008294
146,-73.94949843608578,40.77672029008294
148,-73.95835621857779,40.61929500571428
149,-73.92948708948887,40.767772910098564
150,-73.79740141965846,40.69365324948431
151,-73.79740141965846,40.69365324948431
152,-73.88104657281957,40.660574773478366
153,-73.88104657281957,40.660574773478366
154,-73.94602248031094,40.7575961015895
155,-73.94602248031094,40.7575961015895
156,-73.9406642603565,40.79993102794667
157,-73.92039680197846,40.659035976172085
158,-73.79186977147803,40.67974656412524
159,-73.86073668989296,40.84162036259109
160,-73.9035632581957,40.72008053672971
161,-73.96204741260064,40.5892901689397
162,-73.86597361997207,40.694494624013615
163,-73.85189788770207,40.69165025536929
164,-73.93863942249138,40.82973763831372
165,-73.94701376747533,40.63223202529393
166,-73.90821636482441,40.82269370802367
167,-73.99168995297292,40.735203061055294
168,-73.93886292832138,40.79492095670964
169,-73.93886292832138,40.79492095670964
170,-73.93886292832138,40.79492095670964
172,-73.9864570717519,40.75671041990984
173,-73.9864570717519,40.75671041990984
174,-73.85614799459547,40.719029218781195
175,-73.8652194368853,40.89988462989028
177,-73.94387466284417,40.69776761341076
178,-73.94356153578934,40.82057279978146
179,-73.8826491969047,40.66746033016414
180,-73.86887625969771,40.67081879064471
181,-73.8826491969047,40.66746033016414
182,-73.94917943971119,40.749989099888886
183,-73.94917943971119,40.749989099888886
184,-73.94917943971119,40.749989099888886
185,-73.94917943971119,40.749989099888886
186,-73.93646468528583,40.84048200760909
187,-74.00067674279293,40.57486975514885
188,-73.92804379722739,40.857288383290275
189,-73.86464854501313,40.69173732216125
190,-73.86925183322111,40.67231786745627
191,-73.90592542326173,40.858639329683
192,-73.90592542326173,40.858639329683
193,-73.9370461257451,40.82947328697775
194,-73.9370461257451,40.82947328697775
195,-73.9370461257451,40.82947328697775
196,-73.79390332965708,40.7123691338491
198,-73.79390332965708,40.7123691338491
199,-73.95558406794517,40.77949772522639
200,-73.87681254681011,40.736122840218634
201,-73.99464955051585,40.72593145361039
202,-73.97291107505892,40.69324924304365
203,-73.91955527037784,40.765090279967325
204,-73.91955527037784,40.765090279967325
205,-73.94467237908958,40.83596295423891
206,-73.94467237908958,40.83596295423891
207,-73.86593158102447,40.82120857505886
208,-73.86626781368457,40.75277996291381
209,-73.86626781368457,40.75277996291381
210,-73.93737488201066,40.74892381374984
211,-73.86414569060742,40.823495581524995
213,-73.85172945105798,40.728476572298796
214,-73.8520792126205,40.82284670379723
215,-73.95337129343466,40.680641740225916
216,-73.95237587684477,40.640707530055714
217,-73.89905914358344,40.74992040009964
218,-73.81099137641337,40.664924802599316
219,-73.81099137641337,40.664924802599316
220,-73.94380284625723,40.697399779489814
221,-73.94735167824767,40.783888579293226
222,-73.92152356998628,40.77661405761876
223,-73.92152356998628,40.77661405761876
224,-73.85734187366945,40.751144361935545
225,-73.85104868282156,40.694067304204225
226,-73.87538497153459,40.75276273943107
227,-73.90707245141553,40.61726403400354
228,-73.93589402891752,40.84385219398282
229,-74.00774423969352,40.71022031223898
230,-73.9820583338662,40.77879674636679
231,-73.93592472918472,40.67689496479271
232,-73.95824572707096,40.81320124532546
233,-73.99712108830064,40.72230022763612
234,-73.93742023722204,40.804375769710255
235,-73.9050305825274,40.8422636834907
236,-73.9050305825274,40.8422636834907
237,-73.9050305825274,40.8422636834907
238,-73.9050305825274,40.8422636834907
239,-73.98209349413949,40.768890992016146
240,-73.94161893860606,40.798625024945764
241,-73.74484535323265,40.70696520306943
242,-73.75094400886378,40.70903439614663
243,-73.93742023722204,40.804375769710255
245,-73.92609028070699,40.70567896349903
246,-73.92609028070699,40.70567896349903
247,-73.775884999168,40.73296239034334
248,-73.93742023722204,40.804375769710255
249,-73.93742023722204,40.804375769710255
250,-73.93742023722204,40.804375769710255
251,-73.95501134237716,40.82020180912083
252,-73.99359078400815,40.74324256078831
253,-73.99359078400815,40.74324256078831
254,-73.99046643880735,40.68672771840157
255,-73.99046643880735,40.68672771840157
256,-73.99046643880735,40.68672771840157
257,-74.08970661678318,40.61938008384184
258,-73.87401879289479,40.744203119394115
259,-73.96954255834613,40.63893473674033
260,-73.73624972604935,40.702537716775865
261,-73.73048630053292,40.698094292173444
262,-73.998487869284,40.74529305738592
263,-73.9967709936638,40.725431986870625
264,-73.91059556816752,40.837503314003406
265,-73.94955664621183,40.80950337478567
267,-73.97949163175444,40.718491456328046
269,-73.91470080701225,40.76152411083906
270,-73.91470080701225,40.76152411083906
271,-73.96060865429246,40.64790198139816
272,-73.84183600602408,40.67996333556726
273,-73.84183600602408,40.67996333556726
274,-73.85504155044805,40.662150639718824
275,-74.0868677836172,40.64123079387978
276,-73.91741844260648,40.66005219024571
277,-74.0753274100185,40.64204864446664
278,-73.85504155044805,40.662150639718824
279,-73.85504155044805,40.662150639718824
280,-73.9352074292677,40.810344322957405
281,-73.85138153081093,40.9038913493439
282,-73.91981028072719,40.68821254238923
283,-73.91981028072719,40.68821254238923
284,-73.82304106190894,40.680010074125406
285,-73.8202857190379,40.676305840689146
286,-73.97604910329609,40.751441558231285
287,-73.90428718145066,40.693278505038705
288,-73.93226634050701,40.69731397001421
289,-73.86487529593335,40.85208811541391
290,-73.86487529593335,40.85208811541391
291,-73.86487529593335,40.85208811541391
292,-73.9369826543938,40.70190864447906
293,-73.9405147127307,40.8379425660922
294,-73.9405147127307,40.8379425660922
295,-73.9405147127307,40.8379425660922
296,-73.87222611753623,40.832161656982144
297,-73.96277502956012,40.62746776464708
298,-73.9075369466919,40.77599984089636
299,-73.84516560875349,40.680722678022896
300,-73.84519785350058,40.680810554279645
302,-73.93742023722204,40.804375769710255
303,-73.97604910329609,40.751441558231285
304,-73.98979219054628,40.757232265258125
305,-73.9102595465735,40.775829074874444
306,-73.98758409688959,40.63593804812641
307,-73.88844293919759,40.716435558704596
308,-73.88844293919759,40.716435558704596
309,-73.89580000501644,40.731505693202116
310,-73.93742023722204,40.804375769710255
311,-73.90504721604562,40.81541763367531
312,-73.90504721604562,40.81541763367531
313,-73.85065772002305,40.73498575496723
314,-74.16171708678577,40.631641934440886
315,-74.06662420886849,40.590342104439856
316,-74.06662420886849,40.590342104439856
317,-73.81477078098038,40.73436271335342
318,-73.9283374344973,40.702191787051824
319,-73.99854454677119,40.628846176454246
320,-73.99854454677119,40.628846176454246
321,-73.99854454677119,40.628846176454246
323,-73.99272593069884,40.59951509267115
324,-73.91543343731117,40.70194149013279
325,-74.1614308461699,40.62501365896948
326,-74.16538666215112,40.62516448967869
327,-73.90778055766869,40.816484804190374
328,-73.90778055766869,40.816484804190374
329,-73.92236108177435,40.76435386909838
330,-73.98466466874666,40.7030310143081
331,-73.97604910329609,40.751441558231285
332,-73.97604910329609,40.751441558231285
333,-73.91087768146777,40.83193725490668
334,-73.8507155997959,40.81705907237618
336,-73.96137288946912,40.61009825559381
337,-73.96137288946912,40.61009825559381
338,-73.96137288946912,40.61009825559381
339,-73.82020458258185,40.69436634771323
340,-74.1347700634503,40.636024426702804
341,-73.82034896129336,40.694317167245174
342,-73.95555139598935,40.617482392291166
343,-73.95555139598935,40.617482392291166
344,-73.95555139598935,40.617482392291166
345,-73.95555139598935,40.617482392291166
346,-74.1652454514306,40.63215019399654
347,-74.1652454514306,40.63215019399654
348,-73.9203640534567,40.83742538637515
349,-73.94109144629775,40.64372156750197
350,-73.84372877235965,40.79384038698134
352,-73.85986457353346,40.854157135380454
353,-73.95016525674353,40.79271963451515
354,-73.97406384103728,40.788989166297085
355,-73.90691249457215,40.881769682150605
357,-73.98615711072209,40.689019164123636
358,-73.92204904029276,40.815059844388095
359,-73.87741584200062,40.76909066780809
360,-73.9039726886567,40.76391457454023
361,-73.90193416315354,40.76073169852517
362,-73.91877264337637,40.69640495365903
363,-73.91877264337637,40.69640495365903
364,-73.91877264337637,40.69640495365903
365,-73.86640848071383,40.74922841902646
366,-73.90451320724392,40.76459023072677
367,-73.90451320724392,40.76459023072677
368,-73.93969098892616,40.797797869124736
369,-73.9496325422155,40.64238068062209
370,-73.9496325422155,40.64238068062209
371,-73.99019920410065,40.71405184327998
372,-73.75270648121813,40.713281615403915
373,-73.99464955051585,40.72593145361039
374,-73.94042044648383,40.70107606632742
375,-73.9509287180596,40.78586636630997
376,-73.75571481763816,40.59518788346291
377,-73.99062326583427,40.75099078334885
378,-73.8589321796324,40.73985715147663
379,-73.99626680526752,40.64482627438996
380,-74.13897861299999,40.63614293260432
381,-74.13897861299999,40.63614293260432
382,-74.13897861299999,40.63614293260432
383,-74.13897861299999,40.63614293260432
384,-74.13897861299999,40.63614293260432
385,-73.96717002928395,40.57638568747948
386,-74.13897861299999,40.63614293260432
387,-74.13897861299999,40.63614293260432
388,-73.91690862375278,40.69896449189543
389,-73.88671660027961,40.747342580794495
390,-73.7523040307925,40.759455912735135
391,-73.7523040307925,40.759455912735135
392,-73.93742023722204,40.804375769710255
393,-73.93742023722204,40.804375769710255
394,-73.94479944926768,40.69587691552526
395,-73.95956936853149,40.65027585843126
396,-73.85911123565312,40.752453040944424
397,-73.85911123565312,40.752453040944424
399,-73.87348939820463,40.74362065148944
400,-73.87403388214503,40.743857297038865
401,-73.81648475435318,40.6858791191092
402,-73.81648475435318,40.6858791191092
404,-73.90403378099644,40.8342565355683
405,-74.13609391141641,40.63678317438419
406,-73.92387760239538,40.814586229337024
407,-73.93648169096913,40.8302414974785
408,-73.98807056611797,40.75649925292755
409,-73.9311718422998,40.800348438984415
410,-73.94352632050453,40.696030004879795
411,-73.92493492561731,40.761188140743855
412,-74.13554221127069,40.63834286673396
413,-73.9051719603675,40.83435903140286
414,-73.93591187879207,40.795311850015324
415,-73.89588027721943,40.820992482092706
417,-73.95502909795141,40.80996675279021
418,-74.13729378288073,40.63681194070222
419,-73.90658773346502,40.83751111652351
420,-73.90870679064481,40.68117490545998
421,-73.88789667181122,40.826743416324
422,-73.93967921077531,40.69121921719643
423,-73.94704294071481,40.63633000747194
424,-73.94395001503962,40.69822053678451
425,-73.85557729043997,40.692725393030216
428,-73.9402643611028,40.69414819149447
429,-73.95185781598988,40.76943950797726
430,-73.95185781598988,40.76943950797726
431,-73.87159876860183,40.67413480923154
432,-73.78215228856172,40.74407148447673
433,-73.93498092057219,40.76117229058699
434,-73.86324199059624,40.755131405293646
435,-73.86324199059624,40.755131405293646
436,-73.86324199059624,40.755131405293646
437,-73.93090206546258,40.656610890345256
439,-73.93987058672353,40.80289217707938
441,-73.9148511795522,40.8302604919257
442,-73.83272562160309,40.68411702409169
443,-73.98615711072209,40.689019164123636
444,-73.96490799782292,40.57899532680932
445,-73.96389745950965,40.57707365138073
446,-74.1317694294206,40.638185309348394
447,-73.93909941622596,40.757493838828886
448,-73.93909941622596,40.757493838828886
449,-73.93909941622596,40.757493838828886
450,-73.95772467766359,40.71783501308343
451,-73.91976483979569,40.878801343415034
452,-73.84391844365639,40.78534019724925
453,-74.12935629224773,40.60150112171559
454,-74.12935629224773,40.60150112171559
455,-73.87819684625664,40.88094698891506
456,-73.87819684625664,40.88094698891506
457,-73.94711609080083,40.82590472540319
458,-73.75413330464905,40.60810706543884
459,-73.75413330464905,40.60810706543884
460,-73.75413330464905,40.60810706543884
461,-73.90214936437286,40.76167332902235
462,-73.90214936437286,40.76167332902235
464,-73.90234467185462,40.85743417496855
465,-73.90234467185462,40.85743417496855
466,-73.90280008146654,40.850067773968135
467,-73.90280008146654,40.850067773968135
468,-73.90280008146654,40.850067773968135
469,-73.9649896478045,40.76660892946069
470,-73.92284807681268,40.65246389318342
471,-73.97604910329609,40.751441558231285
472,-73.88944093954449,40.81721524160377
473,-73.97093598331261,40.64121875939156
474,-73.9536473787798,40.77102395675595
475,-73.99352234770853,40.74189762917119
476,-73.99352234770853,40.74189762917119
477,-73.75173253901254,40.60868929330838
478,-73.93023060508835,40.85408665890628
479,-73.93008216434878,40.85430888998134
480,-73.90631908770685,40.67155254643847
481,-73.8274960434581,40.69304354774262
482,-74.00745890145512,40.67454656903402
483,-73.91353887598038,40.83072062758927
484,-73.91292911155601,40.83001477715391
486,-73.86663477665249,40.73173910522049
487,-73.86663477665249,40.73173910522049
488,-73.78485657776052,40.59504576669946
489,-73.90357348858656,40.66812753954072
490,-73.91360400515802,40.83065480325058
491,-73.9073317532495,40.74183308247556
492,-73.9073317532495,40.74183308247556
493,-73.9573938949682,40.7894755163887
494,-73.9573938949682,40.7894755163887
495,-73.9573938949682,40.7894755163887
496,-73.91292911155601,40.83001477715391
497,-73.91292911155601,40.83001477715391
499,-74.1690569916908,40.58228809780967
500,-73.8274960434581,40.69304354774262
501,-73.8274960434581,40.69304354774262
502,-73.8274960434581,40.69304354774262
503,-73.94317381200504,40.796515105687135
504,-73.86486916769832,40.684296499791564
505,-73.83615872925225,40.68241471228776
506,-73.88899626731902,40.659276203492944
507,-73.8776869269527,40.87899497354297
508,-73.8776869269527,40.87899497354297
509,-73.88899626731902,40.659276203492944
510,-73.9225213091424,40.7600557080433
512,-73.91713799747058,40.76395498787311
513,-73.98556886403078,40.75793446824922
514,-73.81487506704818,40.82540320782338
515,-73.86699113801899,40.75204795218616
516,-73.93315647333719,40.79505502516444
517,-73.93315647333719,40.79505502516444
518,-73.943236439725,40.799309270085004
519,-73.93315647333719,40.79505502516444
520,-73.93315647333719,40.79505502516444
521,-73.92337067922864,40.81244775507644
522,-73.98042837689589,40.61198875359374
523,-73.92781938325255,40.7676154271115
524,-73.9311718422998,40.800348438984415
525,-73.73701404890306,40.64958154932486
526,-73.86175455756066,40.85964607940299
527,-73.86519388845404,40.82687281600165
528,-73.85189788770207,40.69165025536929
529,-73.8006570213789,40.59257923324407
530,-73.74982987247782,40.71661304307298
531,-73.89177083195946,40.86187115690203
532,-73.94126926105156,40.59727153952351
533,-73.95262899758745,40.77141329558234
534,-73.91059556816752,40.837503314003406
535,-73.93294262391257,40.799399806881475
536,-73.94704294071481,40.63633000747194
537,-74.17533189928216,40.62614336878028
538,-73.99148602057149,40.74979414042451
539,-73.73811625813757,40.71398494841176
540,-73.92566793186856,40.861258458869685
541,-73.92566793186856,40.861258458869685
542,-74.0803219477094,40.624366077584256
543,-73.95185394553866,40.64495349590079
544,-73.95185394553866,40.64495349590079
546,-73.97501770613027,40.78768562926805
547,-73.97501770613027,40.78768562926805
548,-73.74523569484057,40.69637397188883
549,-73.76761506980566,40.665660557695034
550,-74.23666482599201,40.53393404141847
551,-74.23666482599201,40.53393404141847
552,-73.93538114749904,40.627694428384515
553,-73.9880994368116,40.75652944811005
554,-73.92890120931693,40.690968778587695
555,-73.92890120931693,40.690968778587695
556,-73.75147528067261,40.67972953569373
557,-73.94366602245675,40.79530766641114
558,-73.92750752930546,40.69260379211418
559,-73.92750752930546,40.69260379211418
560,-73.72038543920392,40.72547404022683
561,-73.88753206024673,40.84364775082689
562,-73.77370898917536,40.75534439009525
563,-74.07647115296051,40.63706061135758
564,-73.92233623841977,40.63086756841969
565,-73.89944952515198,40.8332178729342
566,-73.96613344747152,40.68967375824672
567,-73.97616673167481,40.69503955235911
568,-73.97616673167481,40.69503955235911
569,-73.97426986218561,40.69508306020259
570,-73.97426986218561,40.69508306020259
571,-73.97426986218561,40.69508306020259
572,-73.92272864611066,40.662232490907776
573,-73.85333037080977,40.681405845472185
574,-73.9072745073816,40.69739810497017
575,-73.90354203783754,40.66494905873759
576,-73.90501374111255,40.81355942920051
577,-74.0811321759066,40.624115732602824
578,-73.99392639047653,40.74336609273903
579,-73.90823110860437,40.66266374841173
580,-73.94186123087212,40.7982793116501
582,-73.9352074292677,40.810344322957405
583,-73.8477853609529,40.753989415371116
584,-73.8649016895336,40.746550528587626
585,-73.78482410889264,40.59506491955549
586,-73.78479759504567,40.59770537387745
587,-73.86403636133757,40.82572142000403
588,-73.90629781555138,40.82781929678878
589,-73.94114059278755,40.78816735879054
590,-73.94643283913946,40.696165888020204
591,-73.83532310310208,40.87479232047694
592,-73.8917842836909,40.82472152845765
593,-73.89082318506932,40.82030711427869
594,-74.11635707454536,40.637134214891276
595,-74.11635707454536,40.637134214891276
596,-73.88986123739164,40.83612948998436
597,-73.88986123739164,40.83612948998436
598,-73.74164012451611,40.71501671110076
599,-73.979474902855,40.78452732157466
600,-73.9784603445163,40.78409072374839
601,-73.9928213861294,40.716478405257014
602,-73.90866239999552,40.82414327329606
603,-73.85034060870208,40.903481047208146
604,-73.75323687077469,40.680117596888216
605,-73.91777589397385,40.7034061479356
606,-73.99532788678106,40.72508335319631
607,-73.75323687077469,40.680117596888216
608,-73.7522583144009,40.68149063085144
609,-74.16135884406938,40.635463188969105
610,-73.9388402283415,40.71348706213736
611,-73.73774492280786,40.71576546095081
612,-73.94058468907889,40.80005449970119
613,-73.94058468907889,40.80005449970119
614,-73.94058468907889,40.80005449970119
616,-73.84782207913635,40.67155866139185
617,-74.12914606194202,40.574731289923314
618,-73.96824949505462,40.79697487594934
619,-73.95889184082635,40.64445942094813
620,-73.94681393618372,40.67502308756472
621,-73.89924885134694,40.72948587646013
622,-73.89924885134694,40.72948587646013
623,-74.00360892582552,40.61245423336315
624,-73.8495296785261,40.82545637875531
625,-73.8495296785261,40.82545637875531
626,-73.84418972574687,40.68947445078902
627,-73.9837224246762,40.58862006288453
628,-73.83122650428872,40.69091913417316
629,-74.15988930823836,40.55596202659725
630,-73.98239696908176,40.6997671631984
631,-73.91342006068014,40.68876235590041
632,-73.93455987365752,40.66800112082873
633,-74.1652454514306,40.63215019399654
634,-74.1652454514306,40.63215019399654
635,-73.92466446477532,40.74179906368409
636,-73.98979219054628,40.757232265258125
637,-73.80484180831535,40.70933875864686
638,-73.80484180831535,40.70933875864686
642,-73.8381811100051,40.581505271028256
643,-73.7956221998779,40.71175736994111
644,-73.7956221998779,40.71175736994111
648,-73.79390332965708,40.7123691338491
649,-73.79390332965708,40.7123691338491
650,-73.92139061931982,40.76689484260393
651,-73.9582074570371,40.644025498245405
652,-73.9582074570371,40.644025498245405
653,-74.06871683893752,40.61903497906486
654,-74.06871683893752,40.61903497906486
655,-73.96421138272274,40.797393636351174
656,-73.96421138272274,40.797393636351174
657,-73.96421138272274,40.797393636351174
658,-73.96421138272274,40.797393636351174
659,-73.96421138272274,40.797393636351174
660,-74.08184150457431,40.626780422343174
661,-73.92668763169792,40.644613576781424
662,-73.9230492903848,40.64673840840487
663,-73.9230492903848,40.64673840840487
664,-73.96384631347463,40.797917765510576
665,-73.81975071599649,40.7341949512508
666,-73.81975071599649,40.7341949512508
667,-73.82012622833106,40.78623324047206
668,-73.9505918272861,40.82622190928911
669,-73.9505918272861,40.82622190928911
671,-73.73779262409046,40.675214187729516
672,-73.73779262409046,40.675214187729516
673,-73.97604910329609,40.751441558231285
674,-73.95841845815865,40.71019933893433
675,-73.9502162365346,40.81147711716946
676,-73.96408804484682,40.64440626529356
677,-73.93853890988085,40.81728205838991
678,-73.82636409312725,40.72613826121363
679,-74.12553303385302,40.628925873265295
680,-74.12553303385302,40.628925873265295
682,-73.96446259178383,40.71246030305021
683,-73.96446259178383,40.71246030305021
684,-73.84375157915535,40.69179593549443
685,-73.96724117012387,40.798314021135
686,-73.73485915943374,40.699419198286925
687,-73.73485915943374,40.699419198286925
688,-74.00208983703274,40.63922420911484
689,-73.94356153578934,40.82057279978146
690,-73.98179066669593,40.701306882709375
691,-73.84294664866775,40.69519286881062
692,-73.90506255051086,40.81733071705756
693,-73.99179779723579,40.73850500639917
694,-73.99179779723579,40.73850500639917
695,-73.991427231852,40.72984802587566
696,-73.7964599556412,40.71145967434466
697,-73.7964599556412,40.71145967434466
698,-73.83086530100508,40.679785790367085
699,-73.83086530100508,40.679785790367085
700,-73.83086530100508,40.679785790367085
701,-73.83086530100508,40.679785790367085
702,-73.92059773048786,40.75972502890356
703,-73.99083168221189,40.757660532858296
704,-73.79670215221144,40.71601916329964
705,-73.99464955051585,40.72593145361039
706,-73.78248069947904,40.679959759237285
707,-73.78248069947904,40.679959759237285
708,-73.80122748895978,40.71422375303783
709,-73.80157086421768,40.7152042276173
710,-73.92328604443644,40.76050910269012
712,-73.86210598248192,40.730254346304584
713,-73.84280413720994,40.6898678139438
716,-73.84280413720994,40.6898678139438
717,-73.84280413720994,40.6898678139438
718,-73.9225213091424,40.7600557080433
719,-73.8916133211247,40.82098580550747
720,-73.8916133211247,40.82098580550747
721,-73.92592932593037,40.8278116194097
722,-73.89393961747464,40.86662698998461
723,-73.91544475224458,40.67027231469793
724,-73.91544475224458,40.67027231469793
725,-73.91544475224458,40.67027231469793
727,-73.91531269886256,40.782790807897165
728,-73.91437520432828,40.784549490449784
729,-73.91437520432828,40.784549490449784
730,-73.94874412383035,40.80915992599701
731,-73.94874412383035,40.80915992599701
732,-73.94874412383035,40.80915992599701
733,-73.87801922818666,40.88708941768912
734,-73.94874412383035,40.80915992599701
735,-73.94874412383035,40.80915992599701
736,-73.94895719871042,40.80923138333875
737,-73.85099230391366,40.68056842929526
738,-73.95554851074039,40.64345084110812
740,-73.94867405532086,40.651748205526275
741,-73.94867405532086,40.651748205526275
742,-73.93708928642374,40.806755266339025
743,-73.92826482905474,40.85680819814297
744,-73.9530131552403,40.697700343042904
745,-73.87494203420485,40.83489562510559
746,-73.87494203420485,40.83489562510559
747,-73.9546222814124,40.64368104131531
748,-74.08754155130367,40.638449813329764
749,-73.92866318549166,40.65392238184624
750,-73.92866318549166,40.65392238184624
751,-73.94045080680957,40.820513596159806
752,-73.94045080680957,40.820513596159806
753,-73.8699021941318,40.651235932730195
754,-73.80055625911949,40.59135487464782
755,-73.79812170555321,40.592728516265126
756,-73.74884203918462,40.73847571077973
757,-73.94082119412316,40.59496293366887
758,-73.81160896687594,40.59047323058013
759,-73.93446375309915,40.81718923837461
760,-73.8009733429088,40.58913504891625
761,-74.13428148727401,40.63673589898295
762,-73.97877817506286,40.71591948669629
763,-73.75995681107646,40.683263609588174
764,-73.82319327779648,40.585880365011434
765,-73.94743824634125,40.806881217168645
766,-73.79239061365297,40.76954248629037
767,-73.85576271363104,40.66035371333431
768,-73.9641873619388,40.69434476650179
769,-73.89851920702584,40.81768470219102
770,-73.99825336989451,40.6046096524987
771,-74.0803219477094,40.624366077584256
772,-73.93590417105877,40.79956617535542
773,-73.89582186187937,40.825996051012744
774,-73.89582186187937,40.825996051012744
775,-74.17125581925639,40.639524890634966
776,-74.17125581925639,40.639524890634966
777,-73.90953085115451,40.69031564949169
778,-73.94470689664381,40.82921646660237
779,-73.94251739807575,40.69089129744386
780,-74.0753274100185,40.64204864446664
781,-73.94292011775158,40.82702256882156
782,-73.7293783023471,40.71162893585492
