,datestop,timestop,arstmade,frisked,searched,forceuse,sex,race,age,zip,longitude,latitude,detailCM
0,2015-11-05,1747,N,Y,N,SF,M,B,14, ,-73.96256044991257,40.79163466930161,20
1,2015-12-09,1745,N,N,N,SF,M,B,14, ,-73.9737840088486,40.78429835461403,78
2,2015-12-09,1745,N,N,N,,M,B,14, ,-73.9737840088486,40.78429835461403,78
3,2015-12-09,1745,N,N,N,SF,M,B,13, ,-73.9737840088486,40.78429835461403,78
4,2015-12-09,1745,N,N,N,SF,M,W,13, ,-73.9737840088486,40.78429835461403,78
5,2015-02-06,2155,N,Y,N,,M,B,25, ,-73.92321523555376,40.65910651165323,20
6,2015-02-07,2115,N,Y,N,,M,B,15, ,-73.97630003478208,40.71568295378583,85
7,2015-02-12,1405,N,Y,N,OR,M,B,23, ,-73.98820001110087,40.71855580770046,45
8,2015-02-14,200,N,N,N,,M,W,16, ,-74.03671623240385,40.61949979976222,14
9,2015-02-18,2125,N,Y,N,,M,B,30, ,-73.94823407225736,40.63821896350877,85
10,2015-03-14,15,N,Y,N,DS,M,B,18, ,-73.88085818602744,40.667167542572884,85
11,2015-10-01,10,N,Y,N,,M,Q,48, ,-73.99072724261552,40.755950548367686,85
12,2015-10-01,50,N,Y,N,OR,M,B,16, ,-74.16629883764004,40.632700378695596,85
13,2015-10-01,115,Y,Y,Y,OT,M,B,26, ,-73.93742023722204,40.804375769710255,9
14,2015-10-01,130,N,N,N,,M,B,14, ,-73.93540919329384,40.796003241271926,9
15,2015-10-01,140,N,Y,N,,M,B,26, ,-73.99453544439251,40.75352443667219,9
16,2015-10-01,225,N,Y,N,SW,M,Q,23, ,-73.90883959583158,40.76601002264444,20
17,2015-10-01,229,Y,Y,Y,DS,M,P,19, ,-73.9358433288311,40.84395646468933,20
18,2015-10-01,230,N,Y,N,SW,F,B,99, ,-73.94133047477538,40.81857078612426,20
19,2015-10-01,240,N,Y,N,OT,Z,Z,24, ,-73.94309906174657,40.69382300041532,85
20,2015-10-01,300,N,Y,N,,M,Q,23, ,-73.99266347549697,40.64355252086991,85
21,2015-10-01,300,N,Y,N,,M,Q,22, ,-73.99266347549697,40.64355252086991,85
22,2015-10-01,300,N,Y,N,,M,Q,24, ,-73.99266347549697,40.64355252086991,85
23,2015-10-01,315,N,Y,N,,F,Q,32, ,-73.90451320724392,40.76459023072677,46
24,2015-10-01,315,N,Y,N,,M,W,35, ,-73.90451320724392,40.76459023072677,46
25,2015-10-01,315,N,Y,N,,M,W,33, ,-73.9469934397963,40.61700117067366,14
26,2015-10-01,430,N,N,N,,M,A,39, ,-73.82750046578404,40.68575892063971,9
27,2015-10-01,450,N,Y,N,SW,M,B,20, ,-73.91020880232078,40.813462037381306,20
28,2015-10-01,530,N,N,N,,M,B,30, ,-73.98747426235283,40.76040496083829,9
29,2015-10-01,1350,N,N,N,DS,M,B,35, ,-73.98234748539552,40.77768791756736,20
30,2015-10-01,1400,N,Y,N,OT,M,B,20, ,-73.95090554764975,40.63608743542911,20
31,2015-10-01,1410,N,N,N,,M,P,44, ,-73.89048785995175,40.82428389437225,46
32,2015-10-01,1410,N,N,N,,Z,Z,32, ,-73.89048785995175,40.82428389437225,46
33,2015-10-01,1555,N,N,N,,F,Q,42, ,-73.88897910058247,40.6674254413417,20
34,2015-10-01,1555,N,Y,N,,M,Q,20, ,-73.88897910058247,40.6674254413417,20
35,2015-10-01,1555,N,Y,N,,M,Q,48, ,-73.88897910058247,40.6674254413417,20
36,2015-10-01,1815,N,Y,N,DS,M,P,23, ,-73.93383259342554,40.8451712342168,60
37,2015-10-01,1815,N,N,N,,Z,Z,20, ,-73.9080205106053,40.68469315883137,14
38,2015-10-01,1827,N,N,N,,M,Q,15, ,-73.9775339027806,40.72587723579635,68
39,2015-10-01,1827,N,N,N,,M,Q,12, ,-73.9775339027806,40.72587723579635,68
40,2015-10-01,1850,Y,Y,Y,SW,M,B,53, ,-73.9383193083322,40.80474679222721,20
41,2015-10-01,1930,N,Y,N,,M,Q,28, ,-73.99509559526388,40.645946102408274,14
42,2015-10-01,1945,N,Y,N,SF,M,B,14, ,-73.94478056493816,40.805760127123385,20
43,2015-10-01,2000,N,Y,N,,M,Q,48, ,-73.88865605702503,40.81775519645495,20
44,2015-10-01,2030,N,Y,N,,M,Q,16, ,-73.89288355294217,40.821947644300884,20
45,2015-10-01,2034,Y,Y,N,OT,M,B,17, ,-73.93856875187873,40.698849086878354,20
46,2015-10-01,2125,N,Y,N,,M,B,16, ,-73.978822973645,40.72251789674509,20
47,2015-10-01,2155,N,Y,N,SF,M,B,16, ,-73.79325462008875,40.68543624488793,85
48,2015-10-01,2210,N,Y,N,,M,B,20, ,-73.9645738657388,40.794931726562645,68
49,2015-10-01,2210,N,Y,N,,M,Q,21, ,-73.91847496188844,40.86611720674615,20
50,2015-10-01,2215,N,Y,N,DS,M,Q,28, ,-73.89687933622004,40.822118714779066,60
51,2015-10-01,2215,N,Y,N,DS,M,Q,21, ,-73.89687933622004,40.822118714779066,60
52,2015-10-01,2235,N,N,N,,M,B,31, ,-73.96531375208893,40.79587339369175,96
53,2015-10-01,2250,Y,Y,N,OT,F,B,27, ,-73.94793236724446,40.81708357361465,20
54,2015-10-01,2310,N,Y,N,SF,M,B,19, ,-73.95092167346017,40.697444206804285,20
55,2015-10-01,2315,N,Y,N,DS,M,B,22, ,-73.94978863790116,40.69831106461117,20
56,2015-10-01,2325,N,Y,N,,M,Q,20, ,-73.86843542695888,40.86323023740098,85
57,2015-10-01,2325,N,Y,N,,M,Q,20, ,-73.85867289903985,40.8654940496378,20
58,2015-10-02,11,N,Y,Y,,M,Q,49, ,-73.978469576059,40.655037657047494,46
59,2015-10-02,15,N,Y,N,,M,B,16, ,-73.92945212774225,40.68490317283254,20
60,2015-10-02,50,N,Y,N,SW,M,B,24, ,-73.87169168668986,40.67455760870969,20
61,2015-10-02,135,N,Y,N,,M,I,24, ,-73.96138907747833,40.60079065724831,14
62,2015-10-02,150,N,Y,Y,SF,M,B,16, ,-73.9407059531244,40.6963552138232,9
63,2015-10-02,150,N,Y,N,,M,Q,33, ,-73.94937194591171,40.77687668460268,45
64,2015-10-02,215,N,Y,N,DS,M,P,30, ,-73.9406642603565,40.79993102794667,85
66,2015-10-02,331,N,Y,N,OR,M,W,17, ,-73.96678148542016,40.61210913555422,46
67,2015-10-02,331,N,Y,N,OR,M,W,19, ,-73.96678148542016,40.61210913555422,46
69,2015-10-02,1023,N,N,N,,M,Q,45, ,-73.97723937693053,40.72201804856058,87
70,2015-10-02,1030,Y,Y,Y,,M,P,57, ,-74.0070156402882,40.676097394662726,60
71,2015-10-02,1200,Y,Y,Y,,M,B,18, ,-73.86178947834661,40.89155045607026,85
72,2015-10-02,1232,N,Y,N,SF,F,B,16, ,-73.77170195974291,40.71537394138627,9
73,2015-10-02,1350,N,Y,N,,M,B,20, ,-73.92443828253907,40.69304098102311,85
75,2015-10-02,1355,N,N,N,,M,W,19, ,-73.81259210482658,40.730247536684196,85
76,2015-10-02,1440,N,Y,Y,,F,B,21, ,-73.95642731255066,40.644104436305646,9
77,2015-10-02,1450,N,Y,Y,DS,M,Q,32, ,-73.9991748400343,40.642026651410845,20
78,2015-10-02,1601,N,Y,N,SW,M,B,15, ,-73.91699902805357,40.84939817695615,20
79,2015-10-02,1601,Y,Y,Y,SW,M,P,20, ,-73.91699902805357,40.84939817695615,20
80,2015-10-02,1601,N,Y,N,SW,Z,B,18, ,-73.91699902805357,40.84939817695615,20
81,2015-10-02,1608,Y,Y,Y,,M,Q,35, ,-73.99694499102225,40.6288077180287,68
82,2015-10-02,1700,N,N,N,,F,B,37, ,-73.8903073299626,40.826397155483725,45
83,2015-10-02,1700,N,N,N,,M,B,30, ,-73.8903073299626,40.826397155483725,45
84,2015-10-02,1700,N,N,N,,M,B,21, ,-73.8903073299626,40.826397155483725,45
85,2015-10-02,1805,N,Y,Y,DS,M,B,20, ,-73.9877794299506,40.74977184882636,9
87,2015-10-02,1859,N,Y,N,,M,B,24, ,-73.93828379349273,40.79630124702657,20
88,2015-10-02,1859,N,Y,N,,M,B,21, ,-73.93828379349273,40.79630124702657,20
89,2015-10-02,1900,N,Y,N,DS,M,Q,29, ,-73.94010362185068,40.836946023359886,20
90,2015-10-02,2000,N,Y,N,,M,B,20, ,-73.86358362453282,40.66762320216652,85
91,2015-10-02,2000,Y,Y,N,,M,B,15, ,-73.86358362453282,40.66762320216652,85
92,2015-10-02,2000,Y,Y,N,,M,B,18, ,-73.86358362453282,40.66762320216652,85
93,2015-10-02,2000,N,Y,N,,M,B,15, ,-73.86358362453282,40.66762320216652,85
95,2015-10-02,2000,N,Y,N,,M,P,29, ,-73.86358362453282,40.66762320216652,85
96,2015-10-02,2000,Y,Y,N,,M,Q,14, ,-73.86358362453282,40.66762320216652,85
97,2015-10-02,2005,N,N,N,,F,B,16, ,-74.06821986263996,40.594472092520114,68
98,2015-10-02,2010,N,Y,N,DS,F,Q,21, ,-73.9406642603565,40.79993102794667,20
99,2015-10-02,2010,N,Y,Y,DS,M,Q,23, ,-73.9406642603565,40.79993102794667,20
100,2015-10-02,2021,N,N,N,,M,Q,14, ,-74.13156472979131,40.64035667204908,85
101,2015-10-02,2021,N,N,N,,M,Q,17, ,-74.13156472979131,40.64035667204908,85
102,2015-10-02,2021,N,N,N,,M,Q,23, ,-74.13156472979131,40.64035667204908,85
103,2015-10-02,2021,N,N,N,,M,Q,25, ,-74.13156472979131,40.64035667204908,85
104,2015-10-02,2030,N,Y,N,DS,M,B,17, ,-73.92003492095259,40.84366113918639,20
105,2015-10-02,2100,N,Y,N,,M,B,25, ,-73.97669948080888,40.71844151941976,20
106,2015-10-02,2100,Y,Y,Y,,M,B,22, ,-73.97669948080888,40.71844151941976,20
107,2015-10-02,2100,N,Y,N,SF,M,Q,17, ,-73.91276878266841,40.83103294511744,20
108,2015-10-02,2100,N,Y,N,DO,Z,Z,26, ,-73.90389307746567,40.66648093954417,20
109,2015-10-02,2157,N,Y,N,OT,M,B,16, ,-73.90780350190076,40.66431576413579,20
110,2015-10-02,2200,N,Y,N,,M,B,19, ,-73.90780350190076,40.66431576413579,20
111,2015-10-02,2315,N,Y,N,,M,B,25, ,-73.85300357283974,40.899990488024756,20
112,2015-10-02,2335,N,Y,Y,,M,B,17, ,-73.98174977204332,40.613553503534256,20
113,2015-10-02,2350,N,Y,Y,DS,M,B,16, ,-73.90462205564785,40.84739320604723,20
114,2015-10-02,2355,N,Y,Y,SW,M,B,18, ,-73.90462205564785,40.84739320604723,20
115,2015-10-02,2358,N,Y,Y,DS,M,B,17, ,-73.90462205564785,40.84739320604723,20
116,2015-10-03,30,N,Y,N,,M,Q,19, ,-73.89306726443172,40.67614398408146,20
117,2015-10-03,100,N,Y,N,,M,B,19, ,-73.95524065423548,40.60281408748465,20
120,2015-10-03,100,N,Y,N,,M,W,30, ,-73.95507543320265,40.596816639862986,20
121,2015-10-03,105,Y,Y,N,,M,B,21, ,-73.84080084763798,40.680137573762025,85
122,2015-10-03,125,N,N,N,,M,W,41, ,-74.14103979012611,40.54420872795726,14
123,2015-10-03,130,N,Y,Y,,M,Q,20, ,-73.99694838908705,40.712070502108716,20
124,2015-10-03,331,Y,Y,Y,DS,M,W,21, ,-73.96678148542016,40.61210913555422,46
125,2015-10-03,331,N,Y,N,DS,M,W,20, ,-73.96678148542016,40.61210913555422,46
126,2015-10-03,400,N,Y,N,,M,P,36, ,-73.94627201613683,40.70778166336681,46
127,2015-10-03,400,N,Y,N,,M,Q,42, ,-73.94627201613683,40.70778166336681,46
128,2015-10-03,1046,Y,Y,Y,OT,M,Q,25, ,-73.86940070446398,40.74909461304651,9
129,2015-10-03,1220,N,Y,N,,M,B,36, ,-73.98720964919649,40.672160890008335,9
130,2015-10-03,1221,N,Y,Y,,M,B,17, ,-73.94006674638716,40.78962425825765,85
131,2015-10-03,1221,N,Y,N,,M,B,19, ,-73.94049843260083,40.79149364418598,85
132,2015-10-03,1855,N,Y,N,,M,B,28, ,-73.94033687968597,40.71788495518981,20
133,2015-10-03,1919,N,Y,N,,M,Q,20, ,-73.89544370279464,40.86660091569385,68
134,2015-10-03,2015,N,Y,N,,M,B,18, ,-73.90914034235811,40.66992990070578,85
135,2015-10-03,2130,N,N,N,,M,B,25, ,-73.90286743256856,40.86335219120049,45
136,2015-10-03,2200,N,Y,N,SF,M,P,24, ,-73.91372572164134,40.83711045943409,20
137,2015-10-03,2200,N,Y,N,SF,M,Q,24, ,-73.91372572164134,40.83711045943409,20
138,2015-10-03,2215,Y,Y,Y,OR,M,B,28, ,-73.79636502704706,40.59494322025681,85
139,2015-10-03,2215,Y,Y,Y,OR,M,B,24, ,-73.79636502704706,40.59494322025681,85
140,2015-10-03,2315,N,Y,N,,M,Q,22, ,-74.10149384019567,40.58934493601066,14
141,2015-10-03,2315,N,Y,N,,M,W,25, ,-74.10149384019567,40.58934493601066,14
142,2015-10-04,115,N,Y,N,DS,M,Q,31, ,-73.87857921194824,40.82602858976303,85
143,2015-10-04,125,N,N,N,,M,B,20, ,-73.91235926121782,40.70025390329496,45
144,2015-10-04,450,N,Y,N,,M,Q,31, ,-73.84324519957711,40.75533648835838,45
145,2015-10-04,550,Y,Y,N,,F,Q,36, ,-73.94949843608578,40.77672029008294,85
146,2015-10-04,550,Y,Y,N,,M,P,42, ,-73.94949843608578,40.77672029008294,85
148,2015-10-04,1250,N,Y,N,,M,W,35, ,-73.95835621857779,40.61929500571428,20
149,2015-10-04,1508,Y,Y,N,,M,B,27, ,-73.92948708948887,40.767772910098564,45
150,2015-10-04,1535,N,Y,N,,M,B,59, ,-73.79740141965846,40.69365324948431,20
151,2015-10-04,1535,N,Y,N,,M,B,55, ,-73.79740141965846,40.69365324948431,20
152,2015-10-04,1755,Y,Y,Y,,M,B,18, ,-73.88104657281957,40.660574773478366,20
153,2015-10-04,1755,Y,Y,Y,,M,Z,16, ,-73.88104657281957,40.660574773478366,20
154,2015-10-04,1836,N,N,N,,M,B,14, ,-73.94602248031094,40.7575961015895,59
155,2015-10-04,1836,N,N,N,,M,B,145, ,-73.94602248031094,40.7575961015895,60
156,2015-10-04,2010,N,Y,N,DS,M,B,26, ,-73.9406642603565,40.79993102794667,20
157,2015-10-04,2010,N,Y,Y,SW,M,P,30, ,-73.92039680197846,40.659035976172085,85
158,2015-10-04,2020,N,Y,N,OT,M,B,24, ,-73.79186977147803,40.67974656412524,85
159,2015-10-05,930,N,Y,N,,M,B,49, ,-73.86073668989296,40.84162036259109,9
160,2015-10-05,1205,Y,Y,N,,M,Q,33, ,-73.9035632581957,40.72008053672971,100
161,2015-10-05,1307,N,N,N,,M,W,25, ,-73.96204741260064,40.5892901689397,100
162,2015-10-05,1330,Y,Y,Y,,M,Q,20, ,-73.86597361997207,40.694494624013615,45
163,2015-10-05,1435,Y,Y,Y,OT,F,Q,26, ,-73.85189788770207,40.69165025536929,9
164,2015-10-05,1630,N,Y,N,OT,M,B,17, ,-73.93863942249138,40.82973763831372,85
165,2015-10-05,1640,N,Y,N,,M,B,20, ,-73.94701376747533,40.63223202529393,20
166,2015-10-05,1710,N,N,N,,M,B,62, ,-73.90821636482441,40.82269370802367,20
167,2015-10-05,1753,Y,Y,Y,,M,Q,42, ,-73.99168995297292,40.735203061055294,20
168,2015-10-05,1754,N,Y,N,,M,P,17, ,-73.93886292832138,40.79492095670964,20
169,2015-10-05,1754,N,Y,N,,M,Q,16, ,-73.93886292832138,40.79492095670964,20
170,2015-10-05,1754,N,Y,N,,M,Q,18, ,-73.93886292832138,40.79492095670964,20
172,2015-10-05,1800,N,Y,N,,M,B,14, ,-73.9864570717519,40.75671041990984,45
173,2015-10-05,1800,Y,Y,N,,M,B,15, ,-73.9864570717519,40.75671041990984,45
174,2015-10-05,1825,N,N,N,,M,W,20, ,-73.85614799459547,40.719029218781195,31
175,2015-10-05,1930,N,Y,Y,SF,M,B,13, ,-73.8652194368853,40.89988462989028,85
177,2015-10-05,1950,N,N,N,,M,B,19, ,-73.94387466284417,40.69776761341076,20
178,2015-10-05,2050,N,Y,N,OT,M,B,20, ,-73.94356153578934,40.82057279978146,85
179,2015-10-05,2305,N,Y,N,OT,M,B,18, ,-73.8826491969047,40.66746033016414,14
180,2015-10-05,2305,N,Y,N,OT,M,B,18, ,-73.86887625969771,40.67081879064471,14
181,2015-10-05,2305,N,Y,Y,OT,M,P,19, ,-73.8826491969047,40.66746033016414,14
182,2015-10-06,10,N,Y,N,,F,B,25, ,-73.94917943971119,40.749989099888886,9
183,2015-10-06,10,N,Y,N,,F,B,26, ,-73.94917943971119,40.749989099888886,9
184,2015-10-06,10,N,Y,N,,M,B,23, ,-73.94917943971119,40.749989099888886,9
185,2015-10-06,10,N,Y,N,,M,B,32, ,-73.94917943971119,40.749989099888886,9
186,2015-10-06,15,N,Y,N,SW,M,P,28, ,-73.93646468528583,40.84048200760909,20
187,2015-10-06,255,N,Y,N,SF,M,B,46, ,-74.00067674279293,40.57486975514885,20
188,2015-10-06,255,N,Y,N,,M,P,49, ,-73.92804379722739,40.857288383290275,46
189,2015-10-06,1158,Y,Y,Y,OT,M,A,18, ,-73.86464854501313,40.69173732216125,9
190,2015-10-06,1205,Y,Y,Y,DS,M,B,17, ,-73.86925183322111,40.67231786745627,14
191,2015-10-06,1435,N,Y,N,OT,M,B,23, ,-73.90592542326173,40.858639329683,20
192,2015-10-06,1438,N,Y,N,OT,M,P,25, ,-73.90592542326173,40.858639329683,20
193,2015-10-06,1530,N,N,N,,M,B,20, ,-73.9370461257451,40.82947328697775,27
194,2015-10-06,1530,Y,Y,N,,M,B,19, ,-73.9370461257451,40.82947328697775,29
195,2015-10-06,1530,N,N,N,,M,B,18, ,-73.9370461257451,40.82947328697775,29
196,2015-10-06,1545,N,Y,N,,M,B,25, ,-73.79390332965708,40.7123691338491,85
198,2015-10-06,1545,N,Y,N,,M,B,24, ,-73.79390332965708,40.7123691338491,85
199,2015-10-06,1600,Y,Y,N,DS,M,P,17, ,-73.95558406794517,40.77949772522639,68
200,2015-10-06,1605,Y,Y,Y,SF,M,Q,15, ,-73.87681254681011,40.736122840218634,85
201,2015-10-06,1650,N,Y,N,,M,B,48, ,-73.99464955051585,40.72593145361039,45
202,2015-10-06,1725,N,N,N,,F,B,24, ,-73.97291107505892,40.69324924304365,68
203,2015-10-06,1840,N,N,N,,M,A,24, ,-73.91955527037784,40.765090279967325,14
204,2015-10-06,1840,N,N,N,,M,W,21, ,-73.91955527037784,40.765090279967325,14
205,2015-10-06,1930,N,N,N,,M,Q,22, ,-73.94467237908958,40.83596295423891,23
206,2015-10-06,1930,N,N,N,,M,Q,19, ,-73.94467237908958,40.83596295423891,23
207,2015-10-06,1948,Y,Y,Y,,M,B,33, ,-73.86593158102447,40.82120857505886,31
208,2015-10-06,2010,N,Y,N,,M,P,24, ,-73.86626781368457,40.75277996291381,9
209,2015-10-06,2010,N,Y,N,,M,Q,19, ,-73.86626781368457,40.75277996291381,9
210,2015-10-06,2025,N,Y,Y,DS,M,B,23, ,-73.93737488201066,40.74892381374984,9
211,2015-10-06,2046,N,Y,N,,M,B,25, ,-73.86414569060742,40.823495581524995,20
213,2015-10-06,2050,N,Y,N,,M,W,21, ,-73.85172945105798,40.728476572298796,45
214,2015-10-06,2110,N,Y,N,,M,Q,47, ,-73.8520792126205,40.82284670379723,20
215,2015-10-06,2130,N,Y,N,,M,Q,22, ,-73.95337129343466,40.680641740225916,85
216,2015-10-06,2145,N,Y,N,DS,M,B,54, ,-73.95237587684477,40.640707530055714,85
217,2015-10-06,2150,N,Y,N,,M,A,20, ,-73.89905914358344,40.74992040009964,45
218,2015-10-06,2208,N,Y,N,OT,M,Q,22, ,-73.81099137641337,40.664924802599316,20
219,2015-10-06,2208,N,Y,N,OT,M,W,25, ,-73.81099137641337,40.664924802599316,20
220,2015-10-06,2230,N,Y,N,,M,B,17, ,-73.94380284625723,40.697399779489814,85
221,2015-10-06,2350,Y,N,N,,M,B,53, ,-73.94735167824767,40.783888579293226,68
222,2015-10-07,10,N,Y,N,,M,B,23, ,-73.92152356998628,40.77661405761876,46
223,2015-10-07,10,N,Y,N,,M,Q,23, ,-73.92152356998628,40.77661405761876,46
224,2015-10-07,30,N,Y,N,DS,M,Q,34, ,-73.85734187366945,40.751144361935545,9
225,2015-10-07,30,N,Y,N,DS,M,Q,28, ,-73.85104868282156,40.694067304204225,9
226,2015-10-07,105,N,Y,N,,M,P,29, ,-73.87538497153459,40.75276273943107,46
227,2015-10-07,317,Y,Y,N,OT,M,B,18, ,-73.90707245141553,40.61726403400354,68
228,2015-10-07,325,N,N,N,,M,P,16, ,-73.93589402891752,40.84385219398282,28
229,2015-10-07,825,N,N,N,,F,Q,0, ,-74.00774423969352,40.71022031223898,95
230,2015-10-07,848,N,N,N,,M,B,39, ,-73.9820583338662,40.77879674636679,14
231,2015-10-07,937,N,N,N,,M,B,54, ,-73.93592472918472,40.67689496479271,14
232,2015-10-07,940,N,N,N,,F,B,16, ,-73.95824572707096,40.81320124532546,31
233,2015-10-07,1010,N,N,N,,M,W,27, ,-73.99712108830064,40.72230022763612,45
234,2015-10-07,1035,N,N,N,,M,B,61, ,-73.93742023722204,40.804375769710255,45
235,2015-10-07,1200,Y,N,Y,,M,B,33, ,-73.9050305825274,40.8422636834907,46
236,2015-10-07,1200,Y,N,Y,,M,B,39, ,-73.9050305825274,40.8422636834907,46
237,2015-10-07,1200,Y,N,Y,,M,B,44, ,-73.9050305825274,40.8422636834907,46
238,2015-10-07,1200,Y,N,Y,,M,B,24, ,-73.9050305825274,40.8422636834907,46
239,2015-10-07,1203,N,N,N,,M,B,44, ,-73.98209349413949,40.768890992016146,9
240,2015-10-07,1215,N,Y,N,,M,B,24, ,-73.94161893860606,40.798625024945764,45
241,2015-10-07,1300,N,Y,N,,M,B,26, ,-73.74484535323265,40.70696520306943,14
242,2015-10-07,1305,N,Y,N,,M,B,30, ,-73.75094400886378,40.70903439614663,14
243,2015-10-07,1307,N,N,N,,M,B,22, ,-73.93742023722204,40.804375769710255,85
245,2015-10-07,1330,Y,N,N,,M,B,63, ,-73.92609028070699,40.70567896349903,68
246,2015-10-07,1330,Y,Y,N,,M,B,40, ,-73.92609028070699,40.70567896349903,68
247,2015-10-07,1330,N,N,N,,M,Q,46, ,-73.775884999168,40.73296239034334,14
248,2015-10-07,1400,N,N,N,,M,B,57, ,-73.93742023722204,40.804375769710255,112
249,2015-10-07,1430,Y,Y,N,,M,B,22, ,-73.93742023722204,40.804375769710255,45
250,2015-10-07,1430,Y,Y,Y,,M,Q,22, ,-73.93742023722204,40.804375769710255,45
251,2015-10-07,1448,Y,Y,Y,,M,P,28, ,-73.95501134237716,40.82020180912083,85
252,2015-10-07,1512,Y,Y,Y,,F,B,25, ,-73.99359078400815,40.74324256078831,45
253,2015-10-07,1512,N,N,N,,M,B,26, ,-73.99359078400815,40.74324256078831,45
254,2015-10-07,1515,N,N,N,,M,B,14, ,-73.99046643880735,40.68672771840157,9
255,2015-10-07,1515,N,N,N,,M,B,19, ,-73.99046643880735,40.68672771840157,9
256,2015-10-07,1515,N,N,N,,M,P,17, ,-73.99046643880735,40.68672771840157,9
257,2015-10-07,1532,N,N,N,,F,W,56, ,-74.08970661678318,40.61938008384184,14
258,2015-10-07,1535,Y,Y,Y,,M,Q,15, ,-73.87401879289479,40.744203119394115,20
259,2015-10-07,1536,N,Y,Y,SW,M,B,18, ,-73.96954255834613,40.63893473674033,14
260,2015-10-07,1615,N,Y,N,,M,B,24, ,-73.73624972604935,40.702537716775865,14
261,2015-10-07,1630,N,Y,N,DS,M,Q,35, ,-73.73048630053292,40.698094292173444,14
262,2015-10-07,1630,N,Y,N,,M,Q,57, ,-73.998487869284,40.74529305738592,14
263,2015-10-07,1730,N,Y,N,,M,Q,34, ,-73.9967709936638,40.725431986870625,85
264,2015-10-07,1815,N,Y,N,,M,P,20, ,-73.91059556816752,40.837503314003406,20
265,2015-10-07,1840,N,N,N,DS,M,W,52, ,-73.94955664621183,40.80950337478567,68
267,2015-10-07,1925,N,N,N,,M,Q,60, ,-73.97949163175444,40.718491456328046,85
269,2015-10-07,1940,N,N,N,,M,W,19, ,-73.91470080701225,40.76152411083906,14
270,2015-10-07,1940,N,N,N,,M,W,21, ,-73.91470080701225,40.76152411083906,14
271,2015-10-07,2030,N,Y,N,,M,B,22, ,-73.96060865429246,40.64790198139816,20
272,2015-10-07,2144,N,Y,N,OT,M,Q,19, ,-73.84183600602408,40.67996333556726,14
273,2015-10-07,2144,N,Y,N,DS,M,Q,17, ,-73.84183600602408,40.67996333556726,14
274,2015-10-07,2200,N,N,N,,M,B,24, ,-73.85504155044805,40.662150639718824,45
275,2015-10-07,2220,N,Y,N,DS,M,B,34, ,-74.0868677836172,40.64123079387978,9
276,2015-10-07,2255,N,Y,N,,M,B,35, ,-73.91741844260648,40.66005219024571,20
277,2015-10-07,2320,N,Y,N,,M,B,18, ,-74.0753274100185,40.64204864446664,20
278,2015-10-07,2343,N,N,N,,M,B,32, ,-73.85504155044805,40.662150639718824,45
279,2015-10-07,2343,N,N,N,,M,W,39, ,-73.85504155044805,40.662150639718824,45
280,2015-10-07,2345,Y,N,N,,M,B,48, ,-73.9352074292677,40.810344322957405,31
281,2015-10-07,2345,N,Y,N,,M,P,25, ,-73.85138153081093,40.9038913493439,20
282,2015-10-08,0,N,Y,N,,M,Q,23, ,-73.91981028072719,40.68821254238923,46
283,2015-10-08,1,N,Y,Y,,M,P,23, ,-73.91981028072719,40.68821254238923,46
284,2015-10-08,5,N,Y,Y,,M,B,24, ,-73.82304106190894,40.680010074125406,85
285,2015-10-08,20,N,Y,Y,,M,B,18, ,-73.8202857190379,40.676305840689146,85
286,2015-10-08,113,N,Y,N,,M,W,60, ,-73.97604910329609,40.751441558231285,45
287,2015-10-08,130,N,Y,N,,M,Q,18, ,-73.90428718145066,40.693278505038705,20
288,2015-10-08,215,N,Y,N,,M,Q,24, ,-73.93226634050701,40.69731397001421,20
289,2015-10-08,310,N,Y,N,DS,F,W,18, ,-73.86487529593335,40.85208811541391,46
290,2015-10-08,310,N,Y,N,,M,Q,21, ,-73.86487529593335,40.85208811541391,46
291,2015-10-08,310,N,Y,N,DS,M,W,26, ,-73.86487529593335,40.85208811541391,46
292,2015-10-08,400,N,Y,N,,M,B,26, ,-73.9369826543938,40.70190864447906,85
293,2015-10-08,915,N,Y,N,,F,Q,18, ,-73.9405147127307,40.8379425660922,27
294,2015-10-08,915,N,N,N,,F,Q,17, ,-73.9405147127307,40.8379425660922,27
295,2015-10-08,915,N,Y,N,DS,M,P,17, ,-73.9405147127307,40.8379425660922,27
296,2015-10-08,931,N,Y,N,OT,M,Q,42, ,-73.87222611753623,40.832161656982144,20
297,2015-10-08,1144,N,Y,N,OT,M,Q,37, ,-73.96277502956012,40.62746776464708,85
298,2015-10-08,1205,N,Y,N,,M,Q,23, ,-73.9075369466919,40.77599984089636,14
299,2015-10-08,1245,N,Y,N,,M,B,27, ,-73.84516560875349,40.680722678022896,85
300,2015-10-08,1245,N,Y,Y,,M,B,40, ,-73.84519785350058,40.680810554279645,85
302,2015-10-08,1307,N,N,N,OT,M,B,23, ,-73.93742023722204,40.804375769710255,85
303,2015-10-08,1313,N,N,N,,M,B,53, ,-73.97604910329609,40.751441558231285,45
304,2015-10-08,1330,N,Y,N,,M,Q,30, ,-73.98979219054628,40.757232265258125,45
305,2015-10-08,1355,N,Y,N,SF,M,W,47, ,-73.9102595465735,40.775829074874444,14
306,2015-10-08,1400,N,N,N,,M,B,20, ,-73.98758409688959,40.63593804812641,14
307,2015-10-08,1410,N,Y,N,,M,W,48, ,-73.88844293919759,40.716435558704596,24
