,datestop,timestop,arstmade,frisked,searched,forceuse,sex,race,age,zip,longitude,latitude,detailCM
3341,2015-02-10,1430,N,Y,N,,M,Q,20, ,-74.15667809539852,40.62604678750106,24
3342,2015-02-10,1430,Y,Y,Y,,M,W,57, ,-73.93742023722204,40.804375769710255,20
3343,2015-02-10,1435,N,N,N,,M,B,27, ,-73.80267529428004,40.672354692376295,14
3344,2015-02-10,1450,N,Y,N,DS,M,B,13, ,-73.92880125190679,40.66300769296074,9
3345,2015-02-10,1500,N,N,N,,M,W,34, ,-73.79740604044527,40.71112099180725,14
3346,2015-02-10,1510,N,Y,Y,SW,M,A,21, ,-73.72508452540154,40.72419531352483,20
3347,2015-02-10,1511,Y,Y,Y,SF,M,P,23, ,-73.98303908053785,40.713293456872975,20
3348,2015-02-10,1520,N,Y,N,DS,F,W,17, ,-73.9102595465735,40.775829074874444,23
3349,2015-02-10,1520,N,N,N,,M,A,34, ,-73.9102595465735,40.775829074874444,9
3350,2015-02-10,1527,N,N,N,SF,F,B,51, ,-73.94465254927093,40.79898333611588,24
3351,2015-02-10,1527,N,N,N,,M,B,49, ,-73.94465254927093,40.79898333611588,24
3352,2015-02-10,1527,N,N,N,,M,B,39, ,-73.94465254927093,40.79898333611588,24
3353,2015-02-10,1530,N,Y,N,,M,Q,34, ,-74.16473467843771,40.6397814487438,20
3354,2015-02-10,1530,N,Y,N,,M,W,50, ,-73.89817257269331,40.694774646622676,20
3355,2015-02-10,1537,N,Y,N,,M,W,34, ,-73.98215604395112,40.77797334067239,20
3356,2015-02-10,1545,N,Y,N,,M,B,20, ,-73.89097635433517,40.87015939838752,20
3357,2015-02-10,1615,N,N,N,,M,B,15, ,-73.9061289409916,40.67858725341521,45
3358,2015-02-10,1630,N,Y,N,DS,M,B,18, ,-73.92847404720422,40.65217658248562,20
3359,2015-02-10,1630,N,Y,N,DS,M,B,19, ,-73.92847404720422,40.65217658248562,20
3361,2015-02-10,1640,N,Y,N,DS,M,B,33, ,-73.85461393552184,40.8699216961745,20
3362,2015-02-10,1640,N,N,N,,M,W,15, ,-73.97282063816039,40.75587086232265,95
3363,2015-02-10,1640,N,N,N,,M,W,44, ,-73.97282063816039,40.75587086232265,95
3364,2015-02-10,1640,N,N,N,,M,W,60, ,-73.97282063816039,40.75587086232265,95
3365,2015-02-10,1650,N,Y,N,,M,B,16, ,-73.92847404720422,40.65217658248562,20
3366,2015-02-10,1650,N,Y,N,,M,B,18, ,-73.92847404720422,40.65217658248562,20
3367,2015-02-10,1710,N,Y,N,DS,M,P,36, ,-73.88906014775871,40.86792887803599,85
3368,2015-02-10,1715,Y,Y,N,SF,M,B,24, ,-73.93141106173813,40.83108670985429,31
3369,2015-02-10,1715,Y,Y,N,DS,M,B,25, ,-73.93141106173813,40.83108670985429,31
3370,2015-02-10,1745,Y,Y,Y,SF,M,B,18, ,-73.84432224767843,40.878276850946065,20
3371,2015-02-10,1816,N,Y,N,DS,F,I,27, ,-73.93379648299103,40.84513827701103,14
3372,2015-02-10,1816,Y,Y,Y,,M,Q,45, ,-73.91877264337637,40.69640495365903,31
3373,2015-02-10,1830,N,Y,N,,M,B,21, ,-73.9391302462267,40.79090555721593,20
3374,2015-02-10,1830,N,Y,N,,M,P,20, ,-73.9391302462267,40.79090555721593,20
3377,2015-02-10,1848,N,N,N,,M,B,55, ,-73.91205717536063,40.80622836960891,45
3378,2015-02-10,1900,N,Y,Y,,M,B,39, ,-74.13717473938264,40.634989541851134,20
3379,2015-02-10,2000,N,Y,N,,M,B,16, ,-73.9390342252959,40.80505732650442,85
3380,2015-02-10,2000,N,Y,N,SF,M,B,18, ,-73.93742023722204,40.804375769710255,20
3381,2015-02-10,2000,N,Y,N,,M,P,19, ,-73.92464141468346,40.83555911187323,20
3382,2015-02-10,2000,Y,Y,Y,DS,M,Q,25, ,-73.9884242690964,40.75666671846385,20
3383,2015-02-10,2005,N,Y,N,DS,M,W,26, ,-73.90797786749354,40.78091327424598,20
3384,2015-02-10,2014,N,Y,N,,M,Q,30, ,-73.89887473501214,40.82384965465374,20
3385,2015-02-10,2025,Y,N,N,,M,Q,43, ,-73.85018437564597,40.81872717496408,31
3386,2015-02-10,2030,N,Y,N,,M,P,19, ,-73.7709609496907,40.752555776877074,14
3387,2015-02-10,2030,N,Y,N,,M,P,25, ,-73.7709609496907,40.752555776877074,14
3388,2015-02-10,2030,N,Y,N,,M,Q,18, ,-73.7709609496907,40.752555776877074,14
3389,2015-02-10,2030,N,Y,N,,M,Q,19, ,-73.7709609496907,40.752555776877074,14
3390,2015-02-10,2035,N,Y,N,SF,M,B,36, ,-73.92882432434307,40.83393141005332,14
3391,2015-02-10,2051,N,Y,N,,M,W,18, ,-73.98694809910083,40.756035269275756,112
3392,2015-02-10,2051,N,N,N,,M,W,19, ,-73.98694809910083,40.756035269275756,112
3394,2015-02-10,2110,Y,Y,Y,,M,B,23, ,-73.9645738657388,40.794931726562645,31
3395,2015-02-10,2110,Y,Y,Y,,M,B,22, ,-73.9645738657388,40.794931726562645,31
3396,2015-02-10,2125,N,Y,N,DS,M,B,29, ,-73.95031544300656,40.63986949845667,20
3397,2015-02-10,2125,N,Y,N,DS,M,B,28, ,-73.95031544300656,40.63986949845667,20
3399,2015-02-10,2125,N,Y,N,DS,M,B,32, ,-73.95031544300656,40.63986949845667,20
3400,2015-02-10,2135,N,Y,N,,M,B,16, ,-73.98993613123118,40.71237202647166,20
3401,2015-02-10,2135,N,N,N,,M,B,26, ,-73.9928041039439,40.74290216527479,45
3402,2015-02-10,2135,N,N,N,,M,B,24, ,-73.9928041039439,40.74290216527479,45
3403,2015-02-10,2135,N,N,N,,M,B,23, ,-73.9928041039439,40.74290216527479,45
3406,2015-02-10,2135,N,Y,N,OT,M,P,28, ,-73.90160159492378,40.819693764479865,20
3407,2015-02-10,2150,N,Y,N,DS,M,B,28, ,-74.16519097982773,40.63343209059603,20
3408,2015-02-10,2200,N,N,N,,M,W,16, ,-73.85618811087808,40.66198464710985,45
3409,2015-02-10,2210,N,Y,Y,,M,W,18, ,-73.84257858373407,40.66779949043206,14
3410,2015-02-10,2210,N,Y,Y,,M,W,19, ,-73.84257858373407,40.66779949043206,14
3413,2015-02-10,2215,Y,Y,Y,DS,M,B,17, ,-73.85818922700462,40.88377038487226,20
3414,2015-02-10,2215,Y,Y,Y,DS,M,P,16, ,-73.85818922700462,40.88377038487226,20
3415,2015-02-10,2220,N,Y,Y,,M,B,20, ,-73.9587681922175,40.64629014802552,85
3416,2015-02-10,2240,N,Y,Y,,M,Q,59, ,-73.97778798571738,40.72127707088426,20
3417,2015-02-10,2242,N,N,N,,M,B,21, ,-74.1347700634503,40.636024426702804,85
3418,2015-02-10,2242,N,Y,N,,M,Q,19, ,-73.99817843892077,40.579088505438,20
3419,2015-02-10,2245,N,Y,N,SF,M,Q,16, ,-73.92413483587168,40.842464470994344,20
3420,2015-02-10,2250,N,N,N,,M,B,32, ,-74.11719928427829,40.63456698123929,46
3421,2015-02-10,2250,Y,N,N,SF,M,B,21, ,-73.87889950687432,40.83467752655467,27
3422,2015-02-10,2300,N,Y,Y,DS,M,B,51, ,-74.15640749850009,40.63201982680569,20
3423,2015-02-10,2300,N,Y,N,,M,B,22, ,-73.76363143676134,40.659709973525786,85
3424,2015-02-10,2315,N,Y,N,,M,B,28, ,-73.92250105717747,40.65956990068629,20
3425,2015-02-10,2330,N,Y,N,,M,B,17, ,-73.92769365185602,40.65398490642797,20
3426,2015-02-10,2330,N,Y,N,,M,B,26, ,-73.92769365185602,40.65398490642797,20
3427,2015-02-10,2330,N,Y,N,,M,B,22, ,-73.92769365185602,40.65398490642797,20
3428,2015-02-10,2335,N,Y,N,,M,P,16, ,-73.9397895694337,40.78863601016924,20
3429,2015-02-10,2340,N,Y,N,,M,B,17, ,-73.93670602104604,40.829934212828306,31
3430,2015-02-10,2340,N,Y,N,,M,B,16, ,-73.93670602104604,40.829934212828306,31
3431,2015-02-10,2340,N,Y,N,,M,B,18, ,-73.93670602104604,40.829934212828306,31
3433,2015-02-11,2,N,Y,N,DS,M,B,35, ,-73.90597390416264,40.640237040227966,20
3434,2015-02-11,6,N,Y,Y,,M,B,30, ,-73.91340727056355,40.651408665465176,20
3436,2015-02-11,20,N,Y,Y,,M,Q,46, ,-74.08804139685208,40.637700104610815,20
3437,2015-02-11,25,Y,Y,N,,M,Q,24, ,-73.88880442661328,40.82625848023043,20
3438,2015-02-11,43,N,Y,N,,M,B,23, ,-73.93885334015837,40.84467995764524,20
3439,2015-02-11,45,N,N,N,,M,B,28, ,-74.10552243779185,40.63470180572735,45
3440,2015-02-11,50,N,Y,N,OT,M,P,17, ,-73.95800323427233,40.710863420818214,85
3441,2015-02-11,50,N,Y,N,,M,Q,19, ,-73.95800323427233,40.710863420818214,85
3442,2015-02-11,55,N,Y,N,,M,B,35, ,-73.89256474824472,40.86052150609194,20
3443,2015-02-11,56,N,Y,N,,M,B,39, ,-73.80040347786372,40.71113171752455,113
3445,2015-02-11,122,N,N,N,,M,P,36, ,-73.95972865512222,40.65505183560666,46
3446,2015-02-11,143,N,Y,N,DS,M,B,33, ,-73.94029304837895,40.835269102965924,20
3447,2015-02-11,215,N,N,N,,F,A,18, ,-73.8152334795995,40.66379260876854,28
3448,2015-02-11,215,N,N,N,,F,A,22, ,-73.8152334795995,40.66379260876854,28
3449,2015-02-11,215,N,Y,N,,M,A,27, ,-73.8152334795995,40.66379260876854,28
3450,2015-02-11,215,Y,Y,N,,M,B,26, ,-73.8152334795995,40.66379260876854,28
3451,2015-02-11,220,N,Y,N,DS,M,Q,37, ,-73.9320212307947,40.753787216685495,20
3452,2015-02-11,220,N,Y,N,DS,M,W,41, ,-73.9320212307947,40.753787216685495,20
3453,2015-02-11,319,Y,N,N,OT,M,B,26, ,-73.94464727726864,40.81401070097149,9
3454,2015-02-11,330,N,Y,N,,F,W,38, ,-73.90282256452666,40.881686714955755,10
3455,2015-02-11,330,N,Y,N,DS,M,P,28, ,-73.76796517661457,40.66034735404111,20
3456,2015-02-11,336,N,Y,N,,M,B,19, ,-73.91139723747872,40.70500161331233,46
3457,2015-02-11,336,N,Y,N,SF,M,B,24, ,-73.91139723747872,40.70500161331233,46
3458,2015-02-11,515,N,Y,Y,DS,M,P,22, ,-74.22131435334978,40.55025242193751,68
3459,2015-02-11,615,N,Y,N,,M,B,25, ,-73.9466645064038,40.80327154811991,31
3460,2015-02-11,649,N,Y,Y,OT,M,B,28, ,-73.94971698906377,40.645078841502084,20
3461,2015-02-11,1015,N,Y,N,DS,M,B,45, ,-73.85705802163051,40.88174615167851,20
3462,2015-02-11,1040,N,Y,N,,M,B,23, ,-73.93153926551355,40.66434331783933,20
3463,2015-02-11,1049,N,N,N,,F,B,24, ,-73.8822534405609,40.830385520776375,14
3464,2015-02-11,1055,N,Y,N,DS,M,B,23, ,-73.73108580592933,40.67642562745351,14
3465,2015-02-11,1120,Y,Y,N,,M,P,43, ,-73.93742023722204,40.804375769710255,23
3466,2015-02-11,1120,Y,N,N,,M,Q,43, ,-73.93742023722204,40.804375769710255,45
3467,2015-02-11,1147,Y,Y,Y,,M,B,17, ,-73.85150848007075,40.68191678196216,14
3468,2015-02-11,1147,Y,Y,Y,,M,B,14, ,-73.85150848007075,40.68191678196216,14
3469,2015-02-11,1155,N,N,N,,M,Q,33, ,-73.74571032286441,40.75158056251465,14
3470,2015-02-11,1200,N,N,N,,M,Q,32, ,-74.14586562729235,40.56108329881891,14
3471,2015-02-11,1205,N,Y,N,,M,Q,30, ,-73.96330264744626,40.650677848543324,20
3472,2015-02-11,1215,N,Y,N,,M,B,28, ,-73.725753166015,40.68094468366732,14
3473,2015-02-11,1250,N,N,N,,M,B,25, ,-73.95045075354416,40.826430447147175,85
3474,2015-02-11,1300,Y,Y,Y,,M,Q,25, ,-73.85631302594658,40.69267965283928,46
3477,2015-02-11,1335,N,Y,Y,OT,M,W,45, ,-73.96733310196814,40.58153223965825,23
3478,2015-02-11,1345,Y,Y,Y,DS,M,B,33, ,-73.94161893860606,40.798625024945764,37
3479,2015-02-11,1400,Y,N,N,,M,P,20, ,-73.83013316668233,40.766222785307065,31
3480,2015-02-11,1400,Y,N,N,,M,P,19, ,-73.83013316668233,40.766222785307065,31
3481,2015-02-11,1400,Y,N,N,,M,P,21, ,-73.83013316668233,40.766222785307065,31
3482,2015-02-11,1410,N,Y,N,,M,B,33, ,-73.93153819774078,40.644311895507315,20
3483,2015-02-11,1420,N,N,N,,M,Q,18, ,-73.93743558205043,40.85337991313361,85
3484,2015-02-11,1420,N,Y,N,,M,Q,17, ,-73.93743558205043,40.85337991313361,45
3487,2015-02-11,1445,N,N,N,,M,W,20, ,-73.81323798575767,40.708350846118506,85
3488,2015-02-11,1515,N,Y,Y,,M,B,19, ,-73.93140539283884,40.66132947000258,20
3489,2015-02-11,1515,N,Y,Y,OT,M,B,23, ,-73.93140539283884,40.66132947000258,20
3490,2015-02-11,1524,N,N,N,,M,B,41, ,-73.98441345655955,40.774808986319066,34
3491,2015-02-11,1550,N,N,N,DS,M,B,15, ,-73.98068678151076,40.727203525318174,31
3492,2015-02-11,1600,N,N,N,,M,W,27, ,-74.15436191765028,40.56383072960364,14
3493,2015-02-11,1625,N,Y,N,SF,M,A,20, ,-73.83940340730624,40.681033174076994,46
3494,2015-02-11,1625,N,Y,N,OT,M,Q,26, ,-73.83940340730624,40.681033174076994,46
3495,2015-02-11,1635,N,Y,N,,M,A,47, ,-73.84444874803128,40.75774252033671,46
3496,2015-02-11,1650,N,Y,N,DS,M,B,47, ,-73.96060514488217,40.65994882812628,68
3497,2015-02-11,1700,Y,Y,Y,,M,B,39, ,-73.88210580625027,40.68121659974852,20
3498,2015-02-11,1730,N,Y,N,SW,M,B,16, ,-73.93999227682649,40.70396608257702,20
3499,2015-02-11,1740,Y,Y,N,DS,M,Q,21, ,-73.91516673488196,40.83500358953555,31
3500,2015-02-11,1740,Y,Y,N,DS,M,Q,17, ,-73.91516673488196,40.83500358953555,31
3501,2015-02-11,1800,N,N,N,,M,Q,41, ,-73.93742023722204,40.804375769710255,68
3502,2015-02-11,1800,N,Y,N,,M,Q,35, ,-73.91597290758865,40.78326064093841,20
3503,2015-02-11,1817,Y,Y,N,OT,M,Q,24, ,-73.86583859521421,40.81715176830104,27
3504,2015-02-11,1830,N,N,N,,F,P,17, ,-74.00110076166139,40.74807623751687,31
3505,2015-02-11,1830,N,N,N,,M,Q,17, ,-74.00110076166139,40.74807623751687,31
3506,2015-02-11,1922,N,Y,N,,M,B,56, ,-73.95906029128383,40.65181824631533,20
3507,2015-02-11,1932,N,Y,N,SW,F,B,25, ,-73.95457530565555,40.691511517037924,20
3508,2015-02-11,1932,N,Y,N,DS,M,B,51, ,-73.95457530565555,40.691511517037924,20
3509,2015-02-11,1932,N,Y,N,,M,B,36, ,-73.95457530565555,40.691511517037924,20
3510,2015-02-11,1932,N,Y,N,DS,Z,Z,30, ,-73.95457530565555,40.691511517037924,20
3511,2015-02-11,1940,Y,Y,Y,,F,B,21, ,-73.91916260158037,40.696007236738076,31
3512,2015-02-11,1940,Y,Y,Y,,M,B,17, ,-73.91916260158037,40.696007236738076,31
3513,2015-02-11,1940,N,Y,Y,,M,Q,36, ,-73.95308851598722,40.81098427162774,20
3514,2015-02-11,1950,N,Y,N,,M,Q,29, ,-73.93994900810897,40.83607861424543,20
3515,2015-02-11,2008,N,Y,N,,M,B,18, ,-73.93021094364718,40.8314839733521,27
3516,2015-02-11,2021,Y,Y,Y,DS,M,W,21, ,-73.77559897384108,40.77932347608711,45
3517,2015-02-11,2025,N,Y,N,DS,M,B,33, ,-73.9781561303794,40.720761126659745,9
3518,2015-02-11,2035,Y,N,N,SF,M,Q,65, ,-73.86593158102447,40.82120857505886,27
3519,2015-02-11,2120,Y,Y,N,,M,B,52, ,-73.94943875839931,40.81251977323205,31
3520,2015-02-11,2130,N,Y,N,,M,B,19, ,-73.94465372080035,40.641184410280154,20
3521,2015-02-11,2145,N,N,N,,M,B,25, ,-73.82865347512244,40.67765531421336,68
3522,2015-02-11,2150,N,Y,N,,M,B,22, ,-73.95361543192881,40.66138723136743,20
3523,2015-02-11,2155,N,N,N,,F,B,28, ,-73.97501035764121,40.720672654560715,31
3524,2015-02-11,2200,N,N,N,,F,W,140, ,-73.85485447428007,40.668614364920714,14
3525,2015-02-11,2200,N,N,N,,M,A,67, ,-73.85485447428007,40.668614364920714,14
3526,2015-02-11,2200,N,Y,N,,M,B,19, ,-73.75375361273485,40.60071174247596,46
3527,2015-02-11,2200,N,Y,N,,M,B,24, ,-73.90073230439438,40.81631426816256,85
3528,2015-02-11,2200,N,Y,N,,M,B,25, ,-73.75375361273485,40.60071174247596,46
3529,2015-02-11,2200,N,Y,N,,M,Q,20, ,-73.90073230439438,40.81631426816256,85
3530,2015-02-11,2210,N,Y,N,,M,B,28, ,-73.92939328566801,40.6519383543426,22
3531,2015-02-11,2210,N,Y,N,,M,B,38, ,-73.92939328566801,40.6519383543426,22
3532,2015-02-11,2212,N,Y,N,,M,W,45, ,-73.84317034685346,40.6721480316551,45
3533,2015-02-11,2212,N,Y,N,,M,W,44, ,-73.84317034685346,40.6721480316551,45
3534,2015-02-11,2230,N,N,N,,M,W,20, ,-74.07670232739635,40.590544423953446,14
3535,2015-02-11,2245,N,Y,N,,M,B,18, ,-73.94299775069646,40.64360450243467,20
3536,2015-02-11,2250,N,Y,N,,M,B,26, ,-74.16655934062803,40.627366867108954,59
3537,2015-02-11,2309,N,Y,N,OT,M,A,18, ,-73.96033192371279,40.57996824298867,85
3538,2015-02-11,2309,N,Y,Y,SW,M,B,42, ,-73.93210691954278,40.666171677001074,31
3539,2015-02-11,2325,N,Y,N,,M,B,16, ,-73.94558927374304,40.695803182893336,20
3540,2015-02-11,2331,N,Y,Y,,M,Q,36, ,-73.85045000523618,40.67480094720968,14
3542,2015-02-11,2331,N,Y,Y,,M,Q,35, ,-73.85045000523618,40.67480094720968,14
3544,2015-02-11,2336,N,N,N,,M,W,54, ,-73.9215280998539,40.650212277634076,19
3545,2015-02-11,2350,Y,Y,Y,,F,Q,18, ,-73.91877264337637,40.69640495365903,31
3546,2015-02-11,2350,N,N,N,,M,B,25, ,-73.94943875839931,40.81251977323205,31
3547,2015-02-11,2350,N,Y,N,,M,B,28, ,-73.91647327048125,40.657850193173715,46
3548,2015-02-11,2350,Y,Y,Y,,M,Q,21, ,-73.91877264337637,40.69640495365903,31
3549,2015-02-11,2350,N,N,N,,M,W,26, ,-73.94724834012156,40.70010500602564,23
3550,2015-02-11,2350,N,N,N,,M,W,23, ,-73.94724834012156,40.70010500602564,23
3553,2015-02-12,15,N,Y,Y,,M,W,46, ,-73.84395416157142,40.663785748122365,45
3554,2015-02-12,30,N,Y,N,,M,A,24, ,-73.90531408487882,40.76496417681465,46
3556,2015-02-12,100,N,Y,N,,M,Q,18, ,-73.7572959334795,40.738732631691335,45
3557,2015-02-12,110,N,N,N,,F,W,24, ,-74.11765266494594,40.56679467359075,68
3558,2015-02-12,110,N,Y,Y,,M,B,35, ,-73.85779447541599,40.67945442336521,14
3559,2015-02-12,110,Y,N,N,,M,Q,24, ,-73.8507155997959,40.81705907237618,20
3560,2015-02-12,120,N,N,N,,M,W,26, ,-74.09409319075532,40.63926807531988,9
3561,2015-02-12,120,N,N,N,,M,W,23, ,-74.09409319075532,40.63926807531988,9
3562,2015-02-12,125,N,Y,N,,M,Q,26, ,-73.90193104701672,40.873171924936486,14
3563,2015-02-12,135,Y,Y,N,SW,M,B,15, ,-73.94955696438568,40.680390356887045,20
3564,2015-02-12,135,Y,Y,Y,SW,M,B,16, ,-73.94955696438568,40.680390356887045,20
3565,2015-02-12,135,N,N,N,,M,W,41, ,-73.89712797186861,40.899675940470885,46
3566,2015-02-12,145,N,N,N,,M,B,30, ,-73.77382816327848,40.65965087591449,46
3567,2015-02-12,200,N,N,N,,M,B,37, ,-74.10893083626976,40.63472058558548,68
3568,2015-02-12,200,Y,Y,Y,DS,M,B,25, ,-74.0753274100185,40.64204864446664,20
3569,2015-02-12,203,N,Y,N,,M,B,39, ,-73.84099495535463,40.66374875844942,14
3570,2015-02-12,205,N,N,N,,M,A,54, ,-74.2114073644517,40.5511851115998,14
3571,2015-02-12,210,N,Y,N,,M,B,30, ,-73.7648007753644,40.724695008399884,45
3573,2015-02-12,230,N,Y,N,DS,M,B,44, ,-73.75659877570469,40.65891304183022,85
3574,2015-02-12,230,N,Y,N,DS,M,W,30, ,-74.10051901354602,40.577985051415205,85
3575,2015-02-12,300,Y,Y,N,,M,Q,54, ,-73.94002313633678,40.79794625776769,112
3576,2015-02-12,340,N,N,N,,M,W,49, ,-74.07813088633135,40.61443143652284,14
3577,2015-02-12,417,N,Y,N,,M,Q,26, ,-73.92052107791147,40.75438644506112,85
3578,2015-02-12,417,N,Y,N,,M,Q,23, ,-73.92052107791147,40.75438644506112,85
3579,2015-02-12,530,N,N,N,,M,B,19, ,-74.00042580116772,40.73755012388735,112
3580,2015-02-12,807,N,N,N,,M,B,24, ,-73.96909871993209,40.64033994887758,68
3581,2015-02-12,850,N,Y,N,,M,B,14, ,-73.82198876373634,40.58528562691471,31
3582,2015-02-12,850,N,Y,N,,M,B,17, ,-73.82198876373634,40.58528562691471,31
3583,2015-02-12,905,Y,Y,N,,M,P,29, ,-73.97604910329609,40.751441558231285,113
3584,2015-02-12,1138,Y,N,N,,M,B,49, ,-73.8768701039539,40.83385196353046,31
3585,2015-02-12,1142,N,Y,N,,M,B,25, ,-73.84971533812596,40.668058810031546,85
3586,2015-02-12,1210,N,Y,N,,M,B,21, ,-73.8489871848231,40.84160008877631,85
3587,2015-02-12,1210,N,N,N,,M,W,19, ,-74.19217634787144,40.52831339221383,46
3588,2015-02-12,1235,N,Y,N,SW,M,B,17, ,-73.83418972974025,40.75797523826163,31
3589,2015-02-12,1240,N,Y,N,,M,B,30, ,-73.74770154820543,40.67467640703694,14
3590,2015-02-12,1300,N,Y,N,DS,M,B,23, ,-73.73672133180077,40.67353193133509,14
3591,2015-02-12,1300,N,Y,N,DS,M,B,25, ,-73.73672133180077,40.67353193133509,14
3592,2015-02-12,1300,N,Y,N,,M,P,21, ,-73.8460557993149,40.73709864770018,45
3593,2015-02-12,1342,N,Y,N,,M,Q,28, ,-73.83992149832302,40.68599370733518,20
3594,2015-02-12,1410,N,N,N,,M,B,47, ,-73.99464955051585,40.72593145361039,45
3595,2015-02-12,1420,N,Y,N,,M,B,60, ,-73.96383963408627,40.71047839055556,14
3596,2015-02-12,1450,N,N,N,,F,W,14, ,-73.90722764438804,40.75699224982059,68
3597,2015-02-12,1455,N,Y,N,,M,P,21, ,-73.81077133225017,40.73232508802755,14
3598,2015-02-12,1455,N,Y,N,,M,Q,23, ,-73.81077133225017,40.73232508802755,14
3599,2015-02-12,1514,N,Y,Y,,M,A,19, ,-73.82580718683724,40.74457670946842,45
3600,2015-02-12,1525,N,Y,Y,,M,B,16, ,-73.79930343720027,40.70869793872721,85
3601,2015-02-12,1525,N,Y,Y,,M,B,15, ,-73.79930343720027,40.70869793872721,85
3602,2015-02-12,1530,N,Y,N,OT,M,W,32, ,-73.93742023722204,40.804375769710255,9
3603,2015-02-12,1535,N,Y,Y,,M,B,15, ,-73.80157086421768,40.7152042276173,85
3604,2015-02-12,1535,N,Y,Y,,M,B,17, ,-73.80157086421768,40.7152042276173,85
3605,2015-02-12,1555,N,N,N,,M,B,33, ,-73.84181002624872,40.68027620450344,14
3606,2015-02-12,1555,N,N,N,,M,B,36, ,-73.84181002624872,40.68027620450344,14
3607,2015-02-12,1657,N,N,N,,M,B,538, ,-73.9963020186302,40.724663440734396,14
3609,2015-02-12,1700,N,Y,N,,M,Q,31, ,-73.75282062215845,40.75253749186524,14
3610,2015-02-12,1710,N,N,N,,M,A,17, ,-73.90630410589331,40.779728943916396,14
3611,2015-02-12,1715,N,N,N,,F,W,34, ,-73.80642862974426,40.78519000460786,27
3612,2015-02-12,1715,N,N,N,,M,W,37, ,-73.80642862974426,40.78519000460786,27
3613,2015-02-12,1735,Y,Y,N,SF,M,P,34, ,-73.95871542701366,40.7723323800164,68
3614,2015-02-12,1745,N,Y,N,,M,B,18, ,-73.83282153934903,40.75372164252996,20
3615,2015-02-12,1745,N,Y,N,,M,B,29, ,-73.83282153934903,40.75372164252996,20
3616,2015-02-12,1800,Y,Y,Y,,M,B,48, ,-73.94241992668519,40.68266791330267,28
3617,2015-02-12,1800,Y,Y,Y,,M,B,52, ,-73.94241992668519,40.68266791330267,28
3618,2015-02-12,1820,N,N,N,,M,W,36, ,-73.8473556180819,40.733611791104344,45
3619,2015-02-12,1830,N,Y,N,,M,B,16, ,-73.90795053209669,40.66747512293188,31
3620,2015-02-12,1830,N,Y,N,,M,B,17, ,-73.89199931977927,40.845839552869066,28
3621,2015-02-12,1830,N,Y,N,,M,B,20, ,-73.89199931977927,40.845839552869066,28
3622,2015-02-12,1934,N,Y,N,SW,M,Q,21, ,-73.83144536793498,40.848261906074356,85
3623,2015-02-12,1945,N,N,N,,M,P,26, ,-73.94804506299525,40.6634736274693,46
3624,2015-02-12,1950,N,Y,N,,M,Q,24, ,-73.94279413511525,40.79703916110595,27
3625,2015-02-12,1955,N,Y,N,DS,M,Q,27, ,-73.98733914397317,40.578700805043205,20
3626,2015-02-12,2032,N,Y,N,OT,M,U,25, ,-73.95270476776598,40.7765624559288,9
3627,2015-02-12,2033,Y,Y,Y,SF,M,B,17, ,-73.98806180566281,40.60398048740921,85
3628,2015-02-12,2033,Y,Y,Y,SF,M,Q,15, ,-73.98806180566281,40.60398048740921,85
3629,2015-02-12,2036,Y,N,N,,F,Q,42, ,-73.91570840239534,40.803941995633174,31
3630,2015-02-12,2050,N,N,N,,M,Q,38, ,-73.85325834685305,40.679728694979374,46
3631,2015-02-12,2100,N,Y,N,SF,M,B,19, ,-73.914723052579,40.82873159097898,20
3632,2015-02-12,2105,Y,Y,N,,M,B,51, ,-73.94282986222885,40.78908220502868,31
3633,2015-02-12,2110,N,N,N,,Z,Z,59, ,-73.96504627846673,40.79627678803462,31
3634,2015-02-12,2125,N,Y,Y,,M,B,16, ,-73.84400842958539,40.88564867204098,27
3635,2015-02-12,2125,Y,Y,Y,,M,B,17, ,-73.84400842958539,40.88564867204098,27
3636,2015-02-12,2125,N,Y,N,SF,M,B,15, ,-73.84400842958539,40.88564867204098,27
3637,2015-02-12,2138,N,Y,Y,,M,W,42, ,-73.77529663399929,40.59285632777972,112
3638,2015-02-12,2140,N,N,N,,M,Q,24, ,-73.85779447541599,40.67945442336521,46
3639,2015-02-12,2150,N,N,N,,M,W,24, ,-73.84589153815574,40.680185676223275,20
3640,2015-02-12,2215,N,Y,N,,M,B,23, ,-73.93719054984257,40.8104552093316,20
3641,2015-02-12,2225,N,Y,N,,M,B,25, ,-73.93719054984257,40.8104552093316,20
3642,2015-02-12,2225,N,Y,N,,M,B,27, ,-73.93719054984257,40.8104552093316,20
3643,2015-02-12,2225,N,Y,N,,M,B,35, ,-73.9430099620553,40.75587369515795,20
3644,2015-02-12,2235,Y,Y,Y,,M,Q,21, ,-73.91877264337637,40.69640495365903,31
3645,2015-02-12,2245,N,Y,N,OT,M,B,15, ,-73.885555285273,40.679655560374115,85
3646,2015-02-12,2245,N,Y,N,OT,M,B,16, ,-73.885555285273,40.679655560374115,85
3647,2015-02-12,2300,N,Y,Y,,M,B,17, ,-74.11839167302949,40.63446694724615,20
3648,2015-02-12,2300,N,Y,N,,M,B,39, ,-73.98346194112402,40.593675946863584,20
3649,2015-02-12,2307,N,Y,Y,,M,B,38, ,-73.98582167954896,40.75725654770198,20
